"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count"
"21","126245912663","Epilepsy Advocate","Tamzin Jeffs is co-founder of SUDEP Aware, a charity dedicated to raising awareness and understanding Sudden Unexpected Death in Epilepsy (SUDEP). In his post for the Epilepsy Stigma Blog Relay he discusses how stigma often has unintended and unexpected consequences in how society understands and approaches SUDEP. 

*UCB does not endorse and is not responsible for the following website and its content.

http://www.sudepaware.org/docs/Stigma.html","2015-07-06T18:15:05+0000","link","http://shout.lt/69j2","126245912663_10153546671967664",70,3,18
"22","126245912663","Epilepsy Advocate","November is National Epilepsy Awareness month (NEAM). It’s a time to spread the word about #epilespy. What do you have planned for this November? 

Share this with your network to spread the word about #NEAM!","2015-07-06T16:40:03+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153546520942664/?type=1","126245912663_10153546520942664",109,7,60
"23","126245912663","Epilepsy Advocate","Do you need specialized care for your epilepsy? Check out this infographic to find an epilepsy center near you. 

Have you ever visited an #epilepsy center? Let us know in the comments!","2015-07-05T18:35:07+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153544409477664/?type=1","126245912663_10153544409477664",85,9,34
"24","126245912663","Epilepsy Advocate","Whitney Petit, an epilepsy blogger, speaker and advocate, shared her journey with epilepsy and how it has driven her passion to help others living with the medical condition. 

To read more about how Whitney is changing the stigma of epilepsy, click below to read her contribution to the Living Well With Epilepsy blog relay. 
http://cf-epilepsy.com/2015/06/18/beyond-the-stigmas/ 

*UCB does not endorse and is not responsible for this website and its content.","2015-07-04T18:29:03+0000","link","http://shout.lt/6434","126245912663_10153541985287664",89,3,27
"25","126245912663","Epilepsy Advocate","From raising funds for epilepsy to raising her spirits, Ashley Ray has used cycling as an outlet in her journey with epilepsy. Click below to read Ashley’s contribution to the Epilepsy Stigma Blog Relay. 

Tell us about the activities or hobbies that inspire you!

*UCB does not endorse and is not responsible for the following website and its content.

https://digitalash2.wordpress.com/","2015-07-03T19:35:09+0000","link","http://shout.lt/62Yc","126245912663_10153539695227664",45,0,13
"26","126245912663","Epilepsy Advocate","Nocturnal #seizures can be dangerous. Setting up your room properly may help minimize your risk of injury. 

Have any other tips? Share them in the comments!","2015-07-03T14:20:03+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153539102832664/?type=1","126245912663_10153539102832664",267,16,230
"27","126245912663","Epilepsy Advocate","We’ve got another great post from Living Well With Epilepsy blog relay. Beth Schill, who blogs about modern business trends from an anthropological perspective on her blog [Per]Suit of Anthropology, contributed a post on June 16 about promoting awareness of and sensitivity about epilepsy in the workplace.  

What experiences have you had with epilepsy in the workplace?
http://anthrosuit.blogspot.com/

*UCB does not endorse and is not responsible for this website and its content.","2015-07-02T16:20:06+0000","link","http://shout.lt/6ZzH","126245912663_10153537102802664",76,3,30
"28","126245912663","Epilepsy Advocate","Today’s Living Well With Epilepsy blog relay post, from Karen St. Marie of South Carolina Advocates for Epilepsy (SAFE), has a powerful message for parents: if others react badly to your child’s seizure, don’t worry about them – just focus on your child.  

Karen’s son Erick was the inspiration and driving force behind SAFE; click here to read her moving blog post from June 14 and learn about SAFE: https://www.scepilepsy.org/

*UCB does not endorse and is not responsible for this website and its content.","2015-07-01T19:14:07+0000","link","http://shout.lt/6WFF","126245912663_10153533961137664",57,1,9
"29","126245912663","Epilepsy Advocate","The hundreds of people on your #epilepsy care team all work toward the same goal: no #seizures and no side effects. Learn who they are. 

Share this with your team!","2015-07-01T14:40:02+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153533469402664/?type=1","126245912663_10153533469402664",162,0,72
"30","126245912663","Epilepsy Advocate","On June 10, as part of the Living Well with Epilepsy blog relay, Tim Haygood shared his emotional journey of living with epilepsy. From seizures in front of family and friends to wearing a helmet in public as an adult to protect his skull after multiple brain surgeries, Tim’s approach to adversity has built his confidence and compassion towards life. 

Click the link below to read Tim’s post and let us know about your approach to facing adversity in life! https://timsepilepsystoryallwehaveisnow.wordpress.com/posts/ 

*UCB does not endorse and is not responsible for this website and its content.","2015-06-30T18:45:04+0000","link","http://shout.lt/6QWC","126245912663_10153531686302664",68,1,12
"31","126245912663","Epilepsy Advocate","Living with #epilepsy can be stressful for both the patient and the caregiver. Communication is key to a successful relationship. 

Do you and your caregiver have a good relationship?","2015-06-30T15:40:04+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153531269187664/?type=1","126245912663_10153531269187664",338,20,187
"32","126245912663","Epilepsy Advocate","Here’s another great post from the Living Well With Epilepsy blog relay: Nancy Jane Smith of the blog Live Happier recently shared an emotional post about her husband’s journey with epilepsy. Smith specifically discusses the stigma faced by her husband, who is unable to work due to his seizures. 

Have you or a loved one experienced the stigma of epilepsy recently? How did you respond to it? http://live-happier.com/the-stigma-of-epilepsy-your-husband-doesnt-work/  

*UCB does not endorse and is not responsible for this website and its content.","2015-06-29T19:20:07+0000","link","http://shout.lt/6MCX","126245912663_10153529061087664",368,36,123
"33","126245912663","Epilepsy Advocate","Did you know that sleep deprivation can be a #seizure trigger? If you’re feeling tired during the day, you may not be getting enough #sleep, and should have a conversation with your doctor.

Have any tips for falling asleep at night? Share them in the comments!","2015-06-29T15:30:04+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153528522792664/?type=1","126245912663_10153528522792664",414,28,377
"34","126245912663","Epilepsy Advocate","As part of the Living Well With Epilepsy blog relay, today we’re highlighting a blog post written by Soo Ihm of Soo’s Epilepsy Corner, who writes about how portrayals of epilepsy in popular movies or music often contribute to the stigma surrounding the disease. Click below to read Soo’s post. 

Do you believe epilepsy is accurately portrayed in popular culture?http://www.soosepilepsycorner.blogspot.com/2015/06/epilepsy-stigma-what-role-do-movies-and.html 

*UCB does not endorse and is not responsible for this website and its content.","2015-06-28T17:45:05+0000","link","http://shout.lt/6Hpq","126245912663_10153526116862664",130,6,48
"35","126245912663","Epilepsy Advocate","The first blog post we are sharing as part of the Living Well With Epilepsy blog relay is written by Leila Zorzie. She discusses how and when to share you have epilepsy at a new job, including safety reasons and employee rights under the U.S. Equal Employment Opportunity Commission. 

What stories do you have about someone with epilepsy who was recently hired?
http://livingwellwithepilepsy.com/2015/leilas-ideas/leilas-ideas-stigma-in-the-workplace.html 

*UCB does not endorse and is not responsible for this website and its content.","2015-06-27T20:15:08+0000","link","http://shout.lt/6FZd","126245912663_10153523670222664",249,13,74
"36","126245912663","Epilepsy Advocate","The National Association of Epilepsy Centers is a network of specialists. They have access to and can educate you about the latest treatments. 

Share this with your network!","2015-06-27T17:25:03+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153523284532664/?type=1","126245912663_10153523284532664",123,6,85
"37","126245912663","Epilepsy Advocate","Each June, the Living Well With Epilepsy blog focuses on raising awareness about the stigmas people with epilepsy deal with every day. This year, they’re hosting a blog relay for the entire month. Each day a different epilepsy blogger will publish a story about their own personal experience with stigma. This is an important project, so we’ll be highlighting many of these stories over the coming days. 

You can find more information on the relay here: http://livingwellwithepilepsy.com/epilepsy-blog-relay-2015  

*UCB does not endorse and is not responsible for this website and its content.","2015-06-26T19:45:12+0000","link","http://shout.lt/6CM5","126245912663_10153520923942664",94,1,20
"38","126245912663","Epilepsy Advocate","Memory loss is a common complaint among people with complex partial #seizures. Although there is no medication to restore memory, improving seizure control and getting sufficient sleep may help. Talk to your doctor about these options. 

In the meantime boost your memory with these smart tips. And please share any tips of your own in the comments!","2015-06-26T16:35:23+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153520502157664/?type=1","126245912663_10153520502157664",154,12,99
"39","126245912663","Epilepsy Advocate","Has #epilepsy affected your memory? There’s no need to hide it! Here are some ways to let others know that you struggle with memory issues due to your epilepsy. 

Have a witty way to let others in on your epilepsy or memory issues? Share it in the comments!","2015-06-25T14:35:12+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153517975997664/?type=1","126245912663_10153517975997664",626,58,482
"40","126245912663","Epilepsy Advocate","Have you ever attended a #PurpleDay event? Tell us what it was like and how that event affected you and your approach to epilepsy.

To find events near you, visit PurpleDay.org.","2015-06-18T16:40:07+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153497433237664/?type=1","126245912663_10153497433237664",73,1,29
"41","126245912663","Epilepsy Advocate","Did your neurologist refer you to an epileptologist for more focused care? How was visiting an epileptologist different from visiting a neurologist?

Let us know in the comments!","2015-06-17T15:10:04+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153495006587664/?type=1","126245912663_10153495006587664",257,49,184
"42","126245912663","Epilepsy Advocate","Do you know who’s on your team? Check out this infographic to learn more about the people who support your #epilepsy care. 

Share this with your network to let them know you appreciate what they do!","2015-06-16T16:15:15+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153492755752664/?type=1","126245912663_10153492755752664",108,5,37
"43","126245912663","Epilepsy Advocate","Did you know there are wearable devices that can alert your caregiver if you have a #seizure during the night?

Have you ever tried one? Let us know!","2015-06-15T15:35:03+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153489514197664/?type=1","126245912663_10153489514197664",248,20,163
"44","126245912663","Epilepsy Advocate","A poll conducted by the National Sleep Foundation found that people who make their beds daily are 19 percent more likely to get a good night’s #sleep. 

Do you have any other surprising tricks that might help sleep come more easily?","2015-06-13T17:25:04+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153484411767664/?type=1","126245912663_10153484411767664",167,9,65
"45","126245912663","Epilepsy Advocate","Do you have trouble falling asleep at night? Are you experiencing a significant amount of emotional stress? If so, talk to your doctor. Both sleep deprivation and emotional stress may trigger seizures in some individuals. 

Have any tips for reducing stress or getting better rest? Share them in the comments!","2015-06-11T15:45:04+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153478765002664/?type=1","126245912663_10153478765002664",368,15,275
"46","126245912663","Epilepsy Advocate","Many people with #epilepsy struggle with the inability to recall names, dates and words. When your memory fails, what do you say? Check out these clever lines.

What are your favorite one-liners? Share them in the comments!","2015-06-10T16:15:07+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153476401632664/?type=1","126245912663_10153476401632664",453,57,350
"47","126245912663","Epilepsy Advocate","Partial #seizures arising from the left temporal lobe affect mainly verbal memory, and right temporal seizures impair recently acquired visual, spatial, and geographic memory, according to Epilepsy Foundation. 

Have any memory tricks of your own? Share them in the comments!","2015-06-09T14:26:13+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153473412262664/?type=1","126245912663_10153473412262664",253,16,129
"48","126245912663","Epilepsy Advocate","Struggling with your relationship with your #caregiver? Maybe a conversation is all that’s needed. Start your conversation with the Caregiver Agreement below. 

How is your relationship with your caregiver?","2015-05-29T13:34:22+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153450303492664/?type=1","126245912663_10153450303492664",166,3,67
"49","126245912663","Epilepsy Advocate","Have you ever felt tingling or prickling sensations during a partial onset seizure? Chances are that seizure originated in your Parietal Lobe. 

This infographic shows what happens where when you have a partial onset seizure.","2015-05-26T15:15:06+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153426487182664/?type=1","126245912663_10153426487182664",331,27,280
"50","126245912663","Epilepsy Advocate","Wondering what steps you can take to move you toward your goal of seizure control? 

Check out these non-medication steps that could help.","2015-05-25T18:15:12+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153423102387664/?type=1","126245912663_10153423102387664",162,5,71
"51","126245912663","Epilepsy Advocate","You’re not alone. Did you know that 10% of Americans will experience a seizure in their lifetime? That’s about 31 million people.","2015-05-23T17:15:06+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153414410397664/?type=1","126245912663_10153414410397664",133,2,63
"52","126245912663","Epilepsy Advocate","Debbie C. was a nurse before her epilepsy diagnosis. So she made sure that she was a model patient. She recorded all of the information she thought her doctor might need. ""He never had a patient quite give him the chart he got from me!"" 

Hear more in the clip below.","2015-05-22T15:16:05+0000","video","http://shout.lt/4czd","126245912663_10153410890627664",93,0,23
"53","126245912663","Epilepsy Advocate","Alan's wife is a major part of his support network. ""She's very trustworthy of what I do,"" says Alan. ""We have a very, very good relationship."" 

How is your support network?","2015-05-20T17:34:06+0000","video","http://shout.lt/35kr","126245912663_10153405101412664",93,3,12
"54","126245912663","Epilepsy Advocate","Do you belong to an epilepsy support group? Chris M. says it totally changed his outlook. It taught him the lesson that ""there are people who can relate."" 

Hear more of Chris' story in the clip below.","2015-05-18T13:40:09+0000","video","http://shout.lt/3Vf4","126245912663_10153399809067664",105,0,20
"55","126245912663","Epilepsy Advocate","Debbie breaks down barriers when she talks about her partial-onset seizures. They've changed through the years, but she refuses to be embarrassed by them. 

Hear her story below.","2015-05-16T16:20:06+0000","video","http://shout.lt/3QBL","126245912663_10153394592872664",124,1,34
"56","126245912663","Epilepsy Advocate","Does epilepsy affect dating? ""I think it affects my romantic life all the time!"" says LaKeisha P. 

Hear the good advice she has to give people with epilepsy who are looking for love.","2015-05-15T14:35:03+0000","video","http://shout.lt/3Jjj","126245912663_10153392025222664",200,31,38
"57","126245912663","Epilepsy Advocate","Over the years, Alan’s coaches and bosses have encouraged him to move forward in his epilepsy treatment. One coach told him, ""You've got to be the one to fight it. So pick it up and go,"" says Alan C. That gave him the confidence to fight his epilepsy head on. 

Who encourages you?","2015-05-14T15:17:06+0000","video","http://shout.lt/3CzS","126245912663_10153390107857664",88,4,14
"58","126245912663","Epilepsy Advocate","A bad fit with your doctor can have real effects on your health. That's what LaKeisha found with her first neurologist. ""There was not a rapport where I felt comfortable enough to go into a lot of things,"" she says, which contributed to a misdiagnosis that lasted two years. 

Hear more from LaKeisha's story below.","2015-05-13T15:47:59+0000","video","http://shout.lt/3tzG","126245912663_10153388240342664",67,5,12
"59","126245912663","Epilepsy Advocate","A seizure isn't always recognizable, especially if you've never had one before. ""I kind of felt like there was a tornado in my head,"" remembers Justin Z. 

Hear him describe what his seizures felt like before he had the right words to describe them.","2015-05-06T14:35:07+0000","video","http://shout.lt/2W8m","126245912663_10153374973857664",319,21,123
"60","126245912663","Epilepsy Advocate","It’s not too late to apply for the UCB Family Epilepsy Scholarship. The application deadline has been extended to May 12! We can’t wait to honor 30 more amazing people with epilepsy, family members and caregivers who are pursuing their dreams. 

We hope you’ll put the application at the top of your to-do list!","2015-05-05T14:15:07+0000","link","http://shout.lt/2Knv","126245912663_10153372601497664",147,2,62
"61","126245912663","Epilepsy Advocate","LaKeisha Parnell, 2010 UCB Family Epilepsy Scholarship winner, applied her scholarship toward becoming a Life Coach. UCB has awarded over $1.5 million in scholarships so far, and you could be next! Click below to hear LaKeisha’s story, then register to complete your scholarship application by May 5!

http://www.ucbepilepsyscholarship.com/","2015-05-04T16:48:18+0000","video","https://www.facebook.com/epilepsyadvocate/videos/10153370403267664/","126245912663_10153370403267664",32,3,7
"62","126245912663","Epilepsy Advocate","Where do you find support? Debbie C. finds it in an epilepsy support group that meets in a local hospital. She loves the give and take — especially using her experience in the medical field. ""I can kind of play nurse a little bit,"" she says in the clip below. 

Do you have support in your area?","2015-05-03T15:34:04+0000","video","http://shout.lt/2CXl","126245912663_10153367936267664",103,0,21
"63","126245912663","Epilepsy Advocate","""I didn't know anything about epilepsy until I became a person living with epilepsy,"" says Chris M. He set out to learn as much as he could. 

What do you suggest to people who want to learn more about epilepsy?","2015-05-02T15:45:08+0000","video","http://shout.lt/2t2r","126245912663_10153365793477664",86,1,21
"64","126245912663","Epilepsy Advocate","LaKeisha relies on a lot of people to help her manage her epilepsy - including her daughter. ""It's brought us closer,"" she says. 

How is your relationship with the people in your life who help you manage your epilepsy?","2015-05-01T14:35:02+0000","video","http://shout.lt/2fdF","126245912663_10153363633997664",68,0,10
"65","126245912663","Epilepsy Advocate","LaKeisha's first neurologist wasn't a good fit. ""I could be in and out in 5 minutes,"" she said, without any of the discussion or rapport she needed. The result wasn't good. ""It cost me being misdiagnosed for two years,"" says LaKeisha. 

How is your relationship with your neurologist?","2015-04-30T16:45:05+0000","video","http://shout.lt/16Gq","126245912663_10153361747782664",84,5,11
"66","126245912663","Epilepsy Advocate","Chris M. says that the biggest gift of his support group is humor. ""We're able to laugh about things,"" he says. ""That has been such a help to me."" 

How has your epilepsy support group helped you?","2015-04-29T15:47:04+0000","video","http://shout.lt/1Y73","126245912663_10153358844137664",68,2,7
"67","126245912663","Epilepsy Advocate","Daniel and Maria Genco are a talented brother and sister who won the UCB Family Epilepsy Scholarship™ nearly a decade apart. Daniel is studying to be a mechanical engineer, and Maria is finishing her PhD in neuroscience. UCB is proud to support Maria and Daniel, who have a sister living with epilepsy, and other family members and caregivers of people with epilepsy who are pursuing their educational goals. 

Click below to hear from Maria and Daniel, then register to complete your scholarship application by May 5!

http://www.ucbepilepsyscholarship.com/","2015-04-28T17:36:59+0000","video","https://www.facebook.com/epilepsyadvocate/videos/10153356404097664/","126245912663_10153356404097664",104,4,13
"68","126245912663","Epilepsy Advocate","Chris now has to listen better to help his memory. That's not a bad thing, he says. Learning to treat the effects of epilepsy as opportunities to grow has helped him become a better person. 

Hear more words of wisdom from Chris in the clip below.","2015-04-27T15:36:07+0000","video","http://shout.lt/1LVF","126245912663_10153353452087664",99,5,19
"69","126245912663","Epilepsy Advocate","Sharon’s Ride is officially underway in San Diego! We’re proud to join so many people dedicated to #epilepsy awareness.

What’s your #My4Words message of support to those participating in this year’s event?","2015-04-26T16:36:39+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153351096592664/?type=1","126245912663_10153351096897664",153,10,4
"70","126245912663","Epilepsy Advocate","""Let's believe in the big,"" says Chris M. That means keep up hope for the breakthroughs and the treatment miracles that are possible. 

Hear more of his inspirational thoughts behind living with epilepsy in the clip below.","2015-04-26T15:16:05+0000","video","http://shout.lt/1JPg","126245912663_10153350932557664",115,3,27
"71","126245912663","Epilepsy Advocate","Greetings from De Anza Park in San Diego! We are raring to go for Sharon’s Ride.Run.Walk. for Epilepsy. Are you attending today’s event? Be sure to stop by the Epilepsy Advocate booth and say hello!","2015-04-26T15:08:52+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153350896997664/?type=1","126245912663_10153350897467664",82,0,5
"72","126245912663","Epilepsy Advocate","When you live with epilepsy, you go through ups and downs. There may be lulls, but then there are moments when you tell yourself, ""Hey you can do this, but you've got to get back in the game,"" says Alan C. 

Hear more of Alan's story below.","2015-04-25T18:40:06+0000","video","http://shout.lt/1DsF","126245912663_10153348748987664",164,3,25
"73","126245912663","Epilepsy Advocate","After her diagnosis, LaKeisha hit a low point. But something her daughter said turned things around. ""At that moment I thought about the wheelchair, I forgot about epilpsy,"" she says. 

Hear more in the clip below.","2015-04-24T15:15:10+0000","video","http://shout.lt/1th8","126245912663_10153346013222664",91,1,14
"74","126245912663","Epilepsy Advocate","San Diego residents: Come join us at Sharon’s Ride. Run. Walk for Epilepsy this Saturday and share your #MyFourWords story! It’s simple. Stop by the UCB and Epilepsy Advocate booth and create a poster with your inspiring, four-word message about #epilepsy. Help us show how much the San Diego area supports #epilepsy awareness!

If you won’t be at Sharon’s Ride, then #DareTo share your four-word message in the comments! #1in26","2015-04-23T19:30:06+0000","photo","https://www.facebook.com/epilepsyadvocate/photos/a.10150442556527664.424692.126245912663/10153344118062664/?type=1","126245912663_10153344118112664",2,1,1
